日付,バーコード,商品名,在庫数
2023-10-11 15:52:57,4996971127340,b'2\x8e\xed\x82\xcc\x83`\x81[\x83Y\x82\xf0\x92\xe1\x89\xb7\x82\xc5\x92\x9a\x94J\x82\xc9\x8f\xc4\x82\xa2\x82\xbd\x94Z\x8c\xfa\x82\xdc\x82\xe9\x82\xe2\x82\xa9\x82\xc8SHEARE\x83`\x81[\x83Y\x83P\x81[\x83L\x81y\x97\xe2\x93\x80\x95\xd6\x81z',654
